ticker,date,open,high,low,close
PLNJPY,1984-01-02,23810.0,23810.0,23810.0,23810.0
PLNJPY,1984-01-09,23719.0,23719.0,23719.0,23719.0
PLNJPY,1984-01-16,23574.0,23574.0,23574.0,23574.0
PLNJPY,1984-01-23,23674.0,23674.0,23674.0,23674.0
PLNJPY,1984-01-30,23629.0,23629.0,23629.0,23629.0
PLNJPY,1984-02-06,23708.0,23708.0,23708.0,23708.0
PLNJPY,1984-02-13,23719.0,23719.0,23719.0,23719.0
PLNJPY,1984-02-20,23861.0,23861.0,23861.0,23861.0
PLNJPY,1984-03-01,21213.0,21213.0,21213.0,21213.0
PLNJPY,1984-03-05,21372.0,21372.0,21372.0,21372.0
PLNJPY,1984-03-12,20589.0,20589.0,20589.0,20589.0
PLNJPY,1984-03-19,20683.0,20683.0,20683.0,20683.0
PLNJPY,1984-03-26,20606.0,20606.0,20606.0,20606.0
PLNJPY,1984-04-02,20563.0,20563.0,20563.0,20563.0
PLNJPY,1984-04-09,20597.0,20597.0,20597.0,20597.0
PLNJPY,1984-04-16,20580.0,20580.0,20580.0,20580.0
PLNJPY,1984-04-24,20483.0,20483.0,20483.0,20483.0
PLNJPY,1984-05-02,20450.0,20450.0,20450.0,20450.0
PLNJPY,1984-05-07,20462.0,20462.0,20462.0,20462.0
PLNJPY,1984-05-14,20547.0,20547.0,20547.0,20547.0
PLNJPY,1984-05-21,20781.0,20781.0,20781.0,20781.0
PLNJPY,1984-05-28,20995.0,20995.0,20995.0,20995.0
PLNJPY,1984-06-04,20899.0,20899.0,20899.0,20899.0
PLNJPY,1984-06-11,20794.0,20794.0,20794.0,20794.0
PLNJPY,1984-06-18,20947.0,20947.0,20947.0,20947.0
PLNJPY,1984-06-25,20960.0,20960.0,20960.0,20960.0
PLNJPY,1984-07-02,21227.0,21227.0,21227.0,21227.0
PLNJPY,1984-07-09,21386.0,21386.0,21386.0,21386.0
PLNJPY,1984-07-16,21482.0,21482.0,21482.0,21482.0
PLNJPY,1984-07-23,21492.0,21492.0,21492.0,21492.0
PLNJPY,1984-07-30,21825.0,21825.0,21825.0,21825.0
PLNJPY,1984-08-06,21650.0,21650.0,21650.0,21650.0
PLNJPY,1984-08-13,21519.0,21519.0,21519.0,21519.0
PLNJPY,1984-08-20,21441.0,21441.0,21441.0,21441.0
PLNJPY,1984-08-27,21377.0,21377.0,21377.0,21377.0
PLNJPY,1984-09-01,19581.0,19581.0,19581.0,19581.0
PLNJPY,1984-09-10,19658.0,19658.0,19658.0,19658.0
PLNJPY,1984-09-17,19635.0,19635.0,19635.0,19635.0
PLNJPY,1984-09-24,19589.0,19589.0,19589.0,19589.0
PLNJPY,1984-10-01,19558.0,19558.0,19558.0,19558.0
PLNJPY,1984-10-08,19608.0,19608.0,19608.0,19608.0
PLNJPY,1984-10-15,19662.0,19662.0,19662.0,19662.0
PLNJPY,1984-10-22,19643.0,19643.0,19643.0,19643.0
PLNJPY,1984-10-29,19493.0,19493.0,19493.0,19493.0
PLNJPY,1984-11-05,19539.0,19539.0,19539.0,19539.0
PLNJPY,1984-11-12,19554.0,19554.0,19554.0,19554.0
PLNJPY,1984-11-19,19387.0,19387.0,19387.0,19387.0
PLNJPY,1984-11-26,19531.0,19531.0,19531.0,19531.0
PLNJPY,1984-12-01,19569.0,19569.0,19569.0,19569.0
PLNJPY,1984-12-10,19596.0,19596.0,19596.0,19596.0
PLNJPY,1984-12-17,19562.0,19562.0,19562.0,19562.0
PLNJPY,1984-12-24,19569.0,19569.0,19569.0,19569.0
PLNJPY,1985-01-01,17953.0,17953.0,17953.0,17953.0
PLNJPY,1985-01-07,18132.0,18132.0,18132.0,18132.0
PLNJPY,1985-01-14,18315.0,18315.0,18315.0,18315.0
PLNJPY,1985-01-21,18305.0,18305.0,18305.0,18305.0
PLNJPY,1985-01-28,18258.0,18258.0,18258.0,18258.0
PLNJPY,1985-02-04,18272.0,18272.0,18272.0,18272.0
PLNJPY,1985-02-11,18580.0,18580.0,18580.0,18580.0
PLNJPY,1985-02-18,18625.0,18625.0,18625.0,18625.0
PLNJPY,1985-02-25,18481.0,18481.0,18481.0,18481.0
PLNJPY,1985-03-04,18295.0,18295.0,18295.0,18295.0
PLNJPY,1985-03-11,18376.0,18376.0,18376.0,18376.0
PLNJPY,1985-03-18,18386.0,18386.0,18386.0,18386.0
PLNJPY,1985-03-25,18443.0,18443.0,18443.0,18443.0
PLNJPY,1985-03-29,18322.0,18322.0,18322.0,18322.0
PLNJPY,1985-04-01,18305.0,18305.0,18305.0,18305.0
PLNJPY,1985-04-09,18430.0,18430.0,18430.0,18430.0
PLNJPY,1985-04-15,18491.0,18491.0,18491.0,18491.0
PLNJPY,1985-04-22,18396.0,18396.0,18396.0,18396.0
PLNJPY,1985-04-29,18252.0,18252.0,18252.0,18252.0
PLNJPY,1985-05-06,18396.0,18396.0,18396.0,18396.0
PLNJPY,1985-05-13,18272.0,18272.0,18272.0,18272.0
PLNJPY,1985-05-20,18372.0,18372.0,18372.0,18372.0
PLNJPY,1985-05-27,18355.0,18355.0,18355.0,18355.0
PLNJPY,1985-06-01,15795.0,15795.0,15795.0,15795.0
PLNJPY,1985-06-10,15850.0,15850.0,15850.0,15850.0
PLNJPY,1985-06-17,15721.0,15721.0,15721.0,15721.0
PLNJPY,1985-06-24,15684.0,15684.0,15684.0,15684.0
PLNJPY,1985-07-01,15711.0,15711.0,15711.0,15711.0
PLNJPY,1985-07-08,15716.0,15716.0,15716.0,15716.0
PLNJPY,1985-07-15,15694.0,15694.0,15694.0,15694.0
PLNJPY,1985-07-23,15370.0,15370.0,15370.0,15370.0
PLNJPY,1985-07-29,15439.0,15439.0,15439.0,15439.0
PLNJPY,1985-08-05,15456.0,15456.0,15456.0,15456.0
PLNJPY,1985-08-12,15442.0,15442.0,15442.0,15442.0
PLNJPY,1985-08-19,15475.0,15475.0,15475.0,15475.0
PLNJPY,1985-08-26,15530.0,15530.0,15530.0,15530.0
PLNJPY,1985-09-02,15489.0,15489.0,15489.0,15489.0
PLNJPY,1985-09-09,15492.0,15492.0,15492.0,15492.0
PLNJPY,1985-09-16,15564.0,15564.0,15564.0,15564.0
PLNJPY,1985-09-23,15581.0,15581.0,15581.0,15581.0
PLNJPY,1985-09-30,15175.0,15175.0,15175.0,15175.0
